"GSM820048" "GSM820049" "GSM820050" "GSM820051" "GSM820052" "GSM820053" "GSM820054" "GSM820055" "GSM820056" "GSM820057" "GSM820058" "GSM820059" "GSM820060" "GSM820061" "GSM820062" "GSM820063" "GSM820064" "GSM820065" "GSM820066" "GSM820067" "GSM820068" "GSM820069" "GSM820070" "GSM820071" "GSM820072" "GSM820073" "GSM820074" "GSM820075" "GSM820076" "GSM820077" "GSM820078" "GSM820079" "GSM820080" "GSM820081" "GSM820082" "GSM820083" "GSM820084" "GSM820085" "GSM820086" "GSM820087" "GSM820088" "GSM820089" "GSM820090" "GSM820091" "GSM820092" "GSM820093" "GSM820094" "GSM820095" "GSM820096" "GSM820097" "GSM820098" "GSM820099" "GSM820100" "GSM820101" "GSM820102" "GSM820103" "GSM820104" "GSM820105" "GSM820106" "GSM820107" "GSM820108" "GSM820109" "GSM820110" "GSM820111" "GSM820112" "GSM820113" "GSM820114" "GSM820115" "GSM820116" "GSM820117" "GSM820118" "GSM820119" "GSM820120" "GSM820121" "GSM820122" "GSM820123" "GSM820124" "GSM820125" "GSM820126" "GSM820127" "GSM820128" "GSM820129" "GSM820130" "GSM820131" "GSM820132" "GSM820133" "GSM820134" "GSM820135" "GSM820136" "GSM820137"
"219403_s_at" 94.5 56.9 163.2 188.2 56.8 119.5 40.7 218.8 311.6 51 40 181.4 139.9 58.9 48.3 133.6 91.5 62.8 147.2 130.9 132.8 69.2 44.3 95.6 144.5 39.3 84.4 168.3 154.5 45.4 41.7 61.1 120.3 53.5 100.3 90.5 64.4 72.3 59.5 50.6 35.1 59 128.3 90.9 60.4 57.1 49.6 59.2 138.6 84.5 138.2 115 68.4 43.6 68.3 50.5 178.1 268.3 35.3 88.1 39.7 51.8 95.8 51.7 127.1 50.8 148.7 42.5 68.1 104.5 76.8 150.4 72 197.3 137.7 124.6 72.7 90.7 120.8 70.9 274 104.9 88.3 124.5 57.1 39.3 207 152.1 93.7 30.8
"225464_at" 223.4 91.1 140.5 338.2 176.1 89.5 244.8 175.8 200.8 224.3 96 528.9 217.1 348.7 78.5 71 128.7 153.3 72.2 332.4 142.8 40.1 33.9 178.5 653.8 110 259.8 227.7 466.6 453.7 157.6 76.1 149.4 299.6 155.2 760.2 214.4 288.2 152.1 258.1 462.7 166.8 645.7 453.9 217.9 107.4 251.9 131.6 391.4 263.5 204.8 393.4 522 265.4 359.4 152.7 658.8 57.2 89.2 225.4 189.8 437.4 197.8 90.8 649.3 142.6 186.7 138.9 304 314.2 197.5 299.9 85.6 202.2 204.9 191.4 166.6 173.7 188.1 449.8 275.1 156.6 165.5 312.2 88.3 195.3 111.4 362.9 264 75.4
"218854_at" 220.2 102.6 269.2 357.8 135.3 206.6 209.7 422.2 291.3 282.7 135.4 640.2 318.3 432.1 112.8 480 188.4 324.5 202.4 360.6 169.6 93.8 93.3 464 1090.4 105.8 224.1 242.9 472.2 398.5 188 84.7 263.9 290 108.9 660.8 196 267.5 99.3 169.2 327.7 126.1 885.4 327.7 144.3 187.6 246.3 123.5 378.4 282.6 321.1 675.8 443.4 252.3 364.9 151.8 999.3 157.6 101.2 300.4 121.1 499 168.4 86.9 696.9 178.1 270.5 101.4 288.7 297.5 247.8 252.3 101.1 455.4 210.2 223.3 201.4 158.6 293.8 421.1 244.8 146.3 131.5 169.3 96.1 294 113.6 400.6 224.6 91
"226319_s_at" 306.7 379.3 776.1 773.9 488.5 511.3 485.3 619.3 626.9 282.3 186.2 445 718.7 391.5 536.7 717.1 395 363.1 302.7 705.8 714.8 217.9 376.7 932.5 232.8 147.7 192 520.1 353.5 148.4 247.1 230.1 456.4 328.3 303.7 95.7 154.5 138.7 261.1 170.5 91.2 224.3 230.3 133 116 111.5 173.4 150.4 381.4 87.5 384.7 152.3 132.7 146.9 169.5 196.1 106 343.5 78.4 145.1 173.2 84.9 131.6 183.8 167.2 166.1 224.4 178.3 190.6 179 517.6 112.6 214.3 998.8 1072.1 544.4 283.1 733.1 544.9 419.8 579.5 465.7 569.1 575.1 415 424.5 765 615.9 433.4 744.9
"203561_at" 271.1 135.3 399.9 837.5 178.7 329.1 261.9 646.7 523.7 323.4 219.2 730.1 690.5 540.3 183.4 229 219.9 302.7 269.8 451.9 265.1 89.9 75.5 515.7 975.3 170.6 375.4 582.7 1084.4 539.7 287 171.2 502.3 352.9 411.9 596.5 171.5 200.6 191.9 199.6 427.4 189.8 1164.6 606.7 296.8 481.9 190.3 149 1125.4 435.2 600.5 739.8 345.5 320.9 584.3 272.7 1084.1 662.2 87.2 467.1 272.8 499.4 296.2 206.9 928.2 144.7 358.7 152.1 121.3 335.4 523.2 303 199 1104.1 451.4 316.8 245.5 211.1 827.7 440.2 283.7 404.1 202.9 155.2 115.3 269.2 167.3 638.1 139.3 88.7
"221276_s_at" 59.9 60.7 38.3 47.4 38.1 25.1 56 50.5 66 48.4 33.4 160.1 59.9 61 15.4 17.6 31.6 51.8 43 79.7 27.6 25.3 19.1 59.4 136 37.5 50.3 50.3 132.2 107.6 35.1 24.7 44.8 81.5 37.7 155.5 59.5 61.3 47.2 82 115.5 44.5 158.7 89.2 44 42.7 63.3 40 64.7 79.9 70.1 113.8 145.4 78.4 100.4 23.5 138.2 11.5 33.3 41.5 111.5 140.9 57.2 39.5 154.1 73.7 78.2 41.6 100.8 72.7 50.7 86.9 19.1 40.6 36.3 24.4 63.9 65.2 24.4 128.6 57.6 34.5 71.5 80.8 18.7 67.9 31 93.5 89.8 13.5
"210423_s_at" 22.8 35.7 48.2 234.7 37.9 49.1 36.8 92.4 74.6 19.2 12.5 108.4 98.5 49.5 26.6 38.5 27.6 33.2 30.4 57.7 26.3 32.5 46.7 143.1 219.1 21.8 30.6 54.9 78 74.8 76.6 19.6 51.9 52.3 36.3 139 29.6 18.2 27.3 35.7 38.3 45.6 199 144.4 53.3 95.3 26.9 35.8 60.4 31.1 54.8 112.3 34.2 48.7 77.3 50.5 206.5 140 23.9 143.9 23.6 73.1 58.9 36.7 109.5 18.9 32.3 21.7 21.9 63.9 67.8 43.2 28.3 106.9 68 20.6 28.6 35.9 53.9 92.8 97.6 58.6 37.6 51.8 8.4 35.6 44 97.1 50.7 17.9
"209242_at" 26.6 17.8 17.4 21 9.7 17.5 29.4 27.1 20.9 33.1 25.2 60 27.1 41.3 10 12.3 19.3 38.1 17 42.5 26.9 20.6 10.8 23 48.6 24.5 17.9 20.6 45.1 53 16.5 17.5 15.4 26.3 11.9 68.2 25.3 38.1 16.2 41.2 51.5 21.5 35.3 45.7 20.6 18.1 38.9 28.7 32.5 37.6 32.7 33.8 65.3 18.4 39.5 14 68.5 9.3 24.6 26.9 27.3 77.3 28.5 25 58.9 26.5 17.5 21.3 33.1 47.5 18.7 41 21 23.3 20.6 20.1 25.1 22 13 40.3 22.9 18 27.5 39.3 16.4 48.2 18.2 19.9 32.4 6.8
"211758_x_at" 556.6 535.2 294.7 315.6 700.1 477 617.5 319.3 251.9 448 665.7 349.4 325.7 624.1 746.8 254.6 934.9 692 579 284.8 467.8 443.4 644.6 284.5 646.6 585.5 777.4 325.9 305.2 634.7 705.9 703.8 553.8 830.5 643.6 788.7 627.3 852 572.3 663.1 721.3 800.7 423.2 571.8 677.4 723.3 607.2 956.1 320.9 512.3 352.3 531.8 845.8 1031.5 575.5 679.7 588.6 193.3 903.4 577 538 597 462.8 701.4 465.9 908.4 459.7 1176.6 1471.3 670.2 366.8 700.7 863.1 331.2 182.9 471.8 402.3 787 285.3 807.8 221.5 560.9 685.3 448.5 737.1 683.3 205.6 390.4 498.2 901.7
"227847_at" 114.1 120.6 44.5 33.1 99 96.6 114.7 61.3 26.2 115.5 93.3 97.2 37.1 115 164.6 120.9 141.2 152.8 245 74.7 52.6 184.1 141.1 100 135.7 156.3 207.9 122 115.9 212.4 228.9 96.3 49.8 191.4 117 147.3 231.3 251.8 69.8 136.3 217.1 132.2 106.8 123 226.4 249 250 105.5 176.8 153.2 63.7 80.1 346 141.3 56.8 157.5 127.2 32.4 240.6 82.9 184.3 187.2 108.9 196.7 132.7 145.3 120 164.4 112.4 184.7 44.8 172.8 109 53.9 51.8 182.1 163.2 222.6 62.9 142.2 39.2 217 244.7 80 145.3 157.6 36.5 69.3 176.4 244
"225187_at" 64.7 142.8 274.3 111.3 79.3 87.4 89.5 152.7 182.5 58.8 51.1 265.4 211.6 44.6 83.8 206.4 97.2 88.2 80.9 163.2 200.5 152.4 92 269.1 108.5 59.5 24.7 132.7 128.7 54.5 38.4 93.3 142.7 64.3 122.4 21.7 70.9 41.3 24 145.4 18.4 56.5 35.1 27.6 63.5 12.5 79.7 15.1 119 38.9 194.3 61.6 13.7 20.7 37.6 34 29.6 63.3 30.6 53.6 85.1 23.7 44.7 43 55.4 33.5 121.3 60.1 4.4 39.8 99 28.8 60.1 162.8 281.5 52 86.8 76.7 155.6 77.7 360.1 69.9 33.9 107.2 70 65.8 190.8 162.1 148 147.8
"238010_at" 75.2 86.8 94.4 134.8 61.1 49.8 77.5 78 95.5 95.4 68.3 113.7 144.1 76.9 60.8 163.2 67.9 47.4 100.7 113.4 123 59.2 78.1 112.1 109.9 44.3 42.7 74.4 65.7 33.9 36.9 47 87.2 36.6 67.4 34.6 47.2 26.9 31 39.8 40.3 54.2 49.8 46.3 41.4 38.3 20.6 44.3 96 39.7 44.9 46 31 39.3 38.5 42.4 42.7 49.6 85 26.4 48.8 28.6 40.7 42.2 37.8 30.8 39.7 32.5 44.9 41.1 79.7 25.3 44.3 119.5 125.7 40.8 102.5 90.6 99.1 64.4 71.1 57.5 71.9 97.4 93.6 77.6 106.6 144.5 53.8 83.2
"205880_at" 61.7 36.3 37.7 46.1 43 28.3 66.9 36.6 41.9 97.7 38.2 219.1 70.7 92.4 58.5 45.1 31 50.1 21.2 83.5 116.7 27.2 10.5 45.2 218.9 29.4 52.5 41.1 155.3 114.5 26.4 23.1 24.8 61.6 17.3 198 98 121.5 33.8 84 113.9 29.4 135.4 111.1 35.4 37.4 67.9 60.2 47.8 105.8 44 106.2 123.4 40.7 124.9 41.1 170.7 11.9 13.5 61.8 62 236.7 69.7 19 244.7 48.8 39.8 44.7 52.9 96.7 33 77.5 13.9 52.2 48.9 41.6 76.6 35.7 20.2 127.7 126.7 57.6 32.8 64.3 23.2 60.1 11.5 56.6 97.8 17.1
"220161_s_at" 1615.2 982.3 833.1 797.2 1463.4 1152 1889.8 672.4 893.3 938.2 1914.8 310.2 340.5 326.2 1599.1 587.5 1302.3 1467.1 1431.8 535.9 737.7 1226.1 1420.6 677.6 113.8 1875 823.7 660.3 397.4 893.9 2145.2 1633.7 499.8 1370.7 1293.7 443.7 2935.4 1930.8 1224.4 1710.3 1221.3 1720.4 670.6 1212.8 1118.1 735 753.4 2300.2 725.9 1272.6 679.8 569.6 1019.6 1208.8 389 1107.6 475.5 382.6 1729.6 835.9 1764.1 949.6 968.7 1615.9 967.7 2323.7 1530 2211.8 884 927.6 917.9 1188 1557.1 271.5 520.4 1578.8 1323.1 1228 243.6 560.1 768.4 1426.6 1143.4 847.7 1729.3 1334.1 993.6 494.1 911.2 1659.2
"227393_at" 189.3 209.1 118.5 106 276.1 239.6 237.3 113 111.5 216 203.1 144.3 81.3 166.6 210.6 67.4 197.8 208.6 182.5 129.4 90.6 318.5 364.7 227.8 27.2 190 229.2 82.7 70.2 211.8 272 243.5 125.3 224.1 131 80.1 217 191.3 240.6 192.1 179.4 430.9 56 80.6 157.2 216.2 574.8 215.8 161.3 197.5 79.6 55.2 80.4 154.9 38.4 348.2 92.4 76.7 116.2 113.3 220.7 199.4 52.8 296.7 65.4 206.2 128.9 174.7 74.1 200.4 104.6 114.6 241.8 67.2 105.5 192.5 120.3 245.7 62.9 128 89.1 507 467.5 122.5 490.1 325.8 139.7 78.2 464.7 286.2
"218574_s_at" 92.3 84.8 151.9 168.5 82.9 78.5 104.4 116.5 147.3 162.8 183.6 286.4 156.9 238.8 71.4 83.7 114.1 135.7 71.6 237.2 105.9 59.7 83.1 180.3 521.4 136 169.5 165.9 302.5 256.4 129.2 72.7 122.9 201.9 164.3 352 144.2 144.5 84.2 152.7 235.1 112.4 634.7 242.1 207 119.7 179.6 132.4 255.5 277.5 98.4 322.2 331.3 146.2 324.5 110.6 488.4 168.2 85 178.2 136.4 316.2 182.1 152 445 135.6 124.6 137.6 171.5 166.6 170.2 246.5 104.8 184.8 156.1 159.4 215.2 196.1 298.9 327.6 140.3 187.9 116.3 158.7 127.2 162.1 125.6 453.4 194.4 82.5
"209621_s_at" 206.2 157.7 147.2 93.8 115.3 65.6 204.8 201.6 230.4 287.8 122.3 468.8 339.7 216.3 76.1 52.2 106 172.3 111.3 169.7 99.9 104.8 50.9 108.5 596.4 165.2 145 171 324.1 361.8 165.3 76.8 107.7 166.5 58.1 876.9 254.1 219.6 127.5 317.2 394.5 120.9 858.9 214.5 261.8 65.6 506.2 168.1 147.1 405.1 234 919.9 520 146.6 342.4 139.7 774 48.1 110.9 163.5 217.3 499.7 223.1 207.6 370.1 170.6 115 126.7 436.6 288.2 98.7 461.5 81.3 100.4 167.8 169.8 279.8 185.2 28.8 601.8 320.6 202.9 126.5 246.6 116 379.6 95.2 207.8 313.8 85.8
"225915_at" 100.4 179.1 9 36.4 139.6 39.6 74.3 29.8 31.9 79.9 75.8 26.1 18.9 248.6 121 9.8 41.5 60.5 94 34.5 16.9 87.1 467 56.4 38.5 235.8 178.4 42.9 58.1 209.8 321.3 128 30.7 178.4 68.9 203.1 142.1 225.1 48.5 335.2 150.4 55.5 34.8 96.7 52.2 363.3 78.6 222.4 25.3 67.8 58.8 50.4 236 45.3 73 93.7 60 17.5 98.1 53.2 360.8 368.1 37.6 124 69.4 206.8 87.6 134.9 87.2 126.9 23.3 110.4 21.6 26 41.7 97.7 97.3 240.5 49.7 174.6 6.3 31.6 194.5 41.2 74.9 222 53.6 38.6 50.4 56.2
"202497_x_at" 145.8 117.8 193 1238.5 100.4 223 167.3 307.7 249.6 170 129.7 588.2 315.6 450.8 106.3 160.7 88.2 188.3 163.2 520.5 200.3 155.4 97.6 324.2 531.1 96.7 134.7 200.1 219.1 186.6 111.8 62.3 124.6 120.2 65.2 228.3 99.6 78.4 138.9 98.7 120.1 70.8 438.6 240.5 318.5 202.8 149.2 81.9 367.4 224.2 99.3 157.4 119.7 76.6 577.5 116.4 441.9 230.6 72.2 507.7 100.3 118.6 195.3 92.8 312.2 37.7 138.9 89.6 55.9 115.9 116.2 116.2 63.2 434.4 453.7 254.8 167.9 118.3 481.9 362.4 266.1 120 117.1 200.2 80.5 267 155.4 206.2 160.9 83.8
"227276_at" 107.2 77.5 111.6 110.1 77.5 89.1 119.4 106.4 95 112.1 66.8 257.7 119 174.8 46.8 62.1 51.2 95.1 96.7 105.1 61.7 60.6 28.2 116.8 317.2 60 104.5 197.4 226.7 169.7 76.9 49 115.6 104.4 75 248 88.6 106.4 62.1 95.3 97.2 86.9 311.2 122.5 163.5 53.4 127.6 58.4 139.5 122.6 133.6 190.5 153.1 84.5 104.5 62.2 260.6 30.8 91.2 117.8 73.5 229.7 115.5 46 281.5 70.7 119.6 40.8 105.4 92.8 135.1 106.6 42.9 143.7 96.4 103.2 89.9 103.6 102.7 136.8 77.3 93.8 91.8 113.5 34.9 128.3 90.6 138.4 152.2 32.3
"210809_s_at" 2915.3 1740.9 2487.2 3806.5 3145 1595.1 2358.7 2896.7 3718.4 1978.8 846.4 4673.6 3097.1 5436.6 1281.3 2237.8 1938.9 2439.6 1222.9 4443.4 1282.9 213.9 786.6 4137.4 7368.1 658.6 3140.2 4298.6 4262 4635.8 4335.5 413.3 3188.9 4665.2 2863.9 6220.5 2623.2 1568.3 2098.8 2393.4 4950.1 3386.4 7583.3 5946.1 2941.5 3234.4 3105.4 1406.4 6145.9 1147.9 3996.4 5958.3 6389.8 2192 4411.9 1010.6 8008.1 1613 590.6 4810.7 2650.3 6092.1 4264.5 699.7 5631.4 2793.6 2290 831.1 4197.1 3661.8 3106 4151.7 727.7 4009.9 3452.2 2650.1 3785.4 3019.9 2449 6080.7 5116.3 2635.7 1335.3 5104.9 1083.1 4737.7 2463.6 5484 4438.8 1026.6
"226085_at" 237.6 326.8 84 98.5 204.7 207.3 279.5 79.9 62.6 80.1 166.3 77.8 38.2 300.7 318.7 65 408.8 242.1 233.9 240.4 116.3 227 463.6 82.8 229.7 376 531.9 134.8 153.4 345.5 362.8 523 143.2 696 697.5 308.9 485.3 314.6 354.7 326.9 309.5 342.2 130.1 786.5 300 216.8 144.6 248.4 55.7 388.4 102.8 118 549.4 205.4 231 246.3 512.2 61.2 427.1 405 308.6 451.1 498.1 357.7 248.1 304.6 221.9 587.6 167.5 240.4 181.9 388.2 55.4 102.1 74.3 269.5 420.7 177.2 155.8 520 33 102.8 131 106.6 163.6 184.2 69.1 120.2 141 277.1
"226599_at" 153.8 112.8 70.1 44.7 214.4 126.2 223.7 58.7 130.8 245.3 368.4 72.2 84.2 109.8 419.3 70 243 253.5 159.8 85.7 125.1 181 98.3 115.5 71 278.4 220.8 64 76.7 100 194.6 212.2 143.3 484.5 141.8 87.6 184.9 398.7 141.3 147.6 115.3 257.8 117.1 125 87.1 163.3 157.1 313.4 160.3 91 56.4 99.5 71.3 214.1 102.2 188.7 100.6 95.8 101.9 69.6 224.1 82.4 90.3 175.4 112.2 133.6 277.3 490.1 82.3 71.7 107.2 107.5 158.4 79.2 74.5 437.2 135.6 230.1 67.5 183.4 106.8 340.5 125 84.2 468.7 257.5 130.6 71.8 185.7 328.7
"202589_at" 688 353.5 1739.1 1198.1 558.7 823.7 692.7 1292.8 1197.9 441.7 490.6 1101.1 1531.7 437.3 1446.6 1861.9 766.2 1056.3 757.7 2114.9 2004.7 406.9 486.8 2561.7 992.1 890.3 815.5 1764.5 848.2 465.7 688.9 551.7 1980.3 1313.6 1690.9 297.9 413.8 326.7 346.1 911 607.6 411.6 1337.4 1364.2 325.1 388.9 631.5 997.7 1230.1 490.5 1666 1687.8 339.4 1254.9 683.3 703.2 781.3 2922.6 759.7 346.5 246.5 168 1177.1 265.4 833.6 566.1 1116.2 691.7 582.2 479 2339.7 804.2 556.6 1502.5 1244.1 639.7 1538.7 773.9 2097.4 541.2 1554.7 473.2 502.2 1647.7 700.7 466.3 1067.1 1317.4 544.4 923.2
"229669_at" 37.7 34.6 11.3 26.1 41.5 10.7 45.7 22.6 37 52.9 17.3 54.9 29.3 82.5 19.9 5.3 16.1 31.1 17.7 46.3 20 10.5 10.8 23.3 169.9 19.1 33.2 32.3 71.8 92.9 31.7 15.4 14.9 34.6 12.5 110.3 53.8 55.6 33 55.5 115.8 36.3 122 74.7 26.7 23.2 91.2 24.6 25.9 63.9 22.9 105.7 64.8 47.9 24 28.9 76.8 9.3 27.9 44.5 51.3 129 42.9 25.4 145.6 53.1 30.3 28.3 63.1 61.7 33.8 53.7 19.4 25.5 36.4 20.3 45.7 22.4 19.9 134 38 37.9 14.6 30.6 21.5 119 22 26.1 59.3 14.9
"227098_at" 153.9 197.3 69.3 64.5 141.8 96.5 154.4 58.8 82.6 146.6 127.4 92.7 139.1 195 181.2 35.2 168.9 186.2 154.6 69.1 68.5 156.8 139.6 98 99.3 231.9 196.8 38.1 88.7 258.3 354.1 117.2 101.3 350.5 101.5 111.6 235.7 342.5 380.9 284 139.5 171.1 85.2 106.1 86.8 161.8 233.2 300.3 60.3 163.6 86.6 119.8 148.3 224.1 76.4 281.6 116.6 87.8 97.4 178.1 277.2 245.3 119.5 393.5 97.2 393 200.5 274.8 96.6 105.8 83.1 118.4 343 70.6 89.2 393.1 94 173.5 70 209.7 105.3 213.2 160.4 124.7 136.6 100.2 87.4 92.6 161.6 201.9
"205786_s_at" 105 27.8 100.2 145.2 41.2 79.7 103.2 92 126.2 141 52.2 160.8 157.9 156.7 36.5 69.3 77 73.6 77.2 119.3 63.6 59.6 50.3 343.5 374.2 44.4 106.4 71.2 169.4 146 94.8 36.8 114.1 145.8 61.2 173.9 62 70 48.9 70.1 90.3 59.1 304.3 162 85.9 84.1 44.9 48.7 128.3 111.9 102.5 126.4 70.9 56.1 162.4 72 196 125 43.3 125.3 72.5 148.9 99 51.7 244.5 70.8 101.9 57.3 48.9 135 74.7 82.7 47.2 334.8 226.7 59.5 137.4 70.9 108.3 149.3 115.9 66 72.6 72.8 41 116.3 46.9 83.7 115.1 24
"231252_at" 106.8 102.5 54 62.1 85.9 86.5 124.5 54.6 42 103.1 83.1 72.1 55.9 164.3 143.6 32.3 103.9 101.6 160.4 42.6 69.9 133.1 143.2 45.9 66.8 111.2 111.6 67.2 76.5 132 101 71.9 57.4 115.9 83.8 130.2 126.1 111 98.1 109.9 103.5 102 43.6 106.7 87.4 120.6 148.8 94.9 43.9 97.6 44.3 86.5 127.4 111.2 44.8 127.7 79.4 71.3 111 125.7 101.9 254.2 70.9 160 99.9 160.8 53.7 157 97.3 86.6 95.6 112.9 85.5 64.8 19.4 88.1 72.9 110.2 82.8 96.9 39.6 103.7 104.2 34 103 123.7 55.8 78 128.3 124.3
"222592_s_at" 1382.3 1951.7 859.9 633.6 1739.8 1533.2 1014.5 1331.2 1353.9 1435.7 2491.4 485.1 384.5 703.6 1376.7 1238.3 1163 1544.1 1463.1 578.4 870.5 1548.1 1644.5 938.8 104.5 2172 1338.4 548.8 568.8 1384.4 1605.1 2341.5 994.2 836.3 2224.1 1735 1656 1189.8 1686.8 2239.8 1576.8 2603.2 642.4 1023.7 364.2 1909.8 1131.1 1617.9 634.6 1589 974.3 305.5 750.7 1259.6 430.9 1985 528.6 1269.1 1019.6 558.4 1909.7 1088.1 1180.1 1722.2 474.7 1717.5 1081.4 1816.3 571.9 1618.7 385.5 1090.5 1723.5 423.2 931.2 1624.6 1638.5 1209.5 2130.9 1068.6 194.8 1553.6 1433.4 667.8 1615.3 989.4 670.2 832 1778.6 1306.2
"202478_at" 131.8 56.2 415.1 248.6 63.3 104.3 98.9 184.4 147.4 199.1 87.5 396.8 294.7 163.5 81.9 291.3 95.6 150.6 155.4 325.3 191.1 73.3 66 91 384.5 52 107.8 201.2 1023.1 111.7 50.7 35.1 119.9 85.1 25.9 263.9 110.9 116.8 45.5 93.2 175.4 47.1 205.3 127.1 71.3 36.8 90.1 54.7 139.6 136.8 423.3 278.9 138.5 60.9 60.8 46.8 141.2 341.3 85.4 157.6 69.5 171.1 57.7 60.4 121.2 45.3 101.6 32 110.3 93.5 138.7 111.4 86.1 572 1327.5 117.5 83.8 122.9 274.4 135.2 145.1 117.9 168.3 204.8 112 161.4 137.4 633.6 141.9 77
"231773_at" 18.6 10.1 10 5.1 0.9 12.4 33.9 18.3 6.6 17.4 20.5 93 56.7 43.2 15.8 9.9 14.2 5.7 0.5 22.7 1.3 1.5 1.3 40.2 53.9 22.2 14.7 14.5 56.2 36.8 5.6 6.2 11.1 11.7 0.4 79.9 11.7 48.7 3.2 44.6 55.2 8.6 64.4 27.3 16.9 11.1 8 4.6 13.2 39.2 41.5 68.2 55.3 1.2 64.3 20.9 84.4 3 16.9 1.3 21 68.7 10.8 10.7 40.8 28.8 8.7 1.7 94.5 54.9 9.1 85.3 0.9 25 11.1 1.1 14.5 13.7 18.9 36.1 16.2 16.9 19.1 54.5 1.1 21.9 1.1 9.7 18.4 0.2
"226084_at" 65.9 76.7 45.9 64.3 36.3 90.1 51.6 61.5 54.7 48.8 36.7 189.8 103.2 358.8 64.2 31.9 44.6 69.5 18.2 80.1 56.4 22.6 40.7 104.5 209.3 48.1 64 72.5 162.5 121.6 41.3 34.8 53.7 75.4 32.4 275.9 62 131 56.4 145 136.7 39.4 107 105.4 40.9 90.4 47.9 48.9 53.8 87.8 53.9 133.9 151 25.3 281.4 37.1 163.4 70.8 35.8 110.8 101.9 354.5 88.9 70.3 232.4 76 54.9 56.3 42.3 162.7 54.7 199.4 16.6 65.3 68.6 71.4 63.6 54.8 37.7 112.4 94.5 39.6 65.9 111.6 50.6 108.7 37.9 56.9 65.2 27.2
"225541_at" 422 800.3 3707.2 3776.3 2112.6 923.6 2066.6 2793.2 2396.8 513.7 2078.8 2156.1 3167.4 1386.1 2250.5 4399.5 1364.2 2303.9 2460.3 3287.2 3644.6 1191 438.2 3980.7 1114.7 1313.9 1093.7 4475.9 2226.7 1152.5 496.8 2091.5 3004.2 1821.4 1055.9 1514.6 528.3 972.5 1458.3 1872.8 613.8 697.9 2823.8 946.8 391.2 696.7 867.5 1015.4 3819.6 340.4 3481.1 2567.3 917.9 2681 2332.4 729.7 1189.2 5021 3372.6 277.2 493.1 723.6 599.6 932.9 1465 760.5 1022.8 2985.3 1756.6 473 2986.1 601 1088.7 4316.9 3410.5 1408.6 833 450.7 1797.2 2910.1 3419.4 1389.3 914.4 3981.4 415.5 1267.3 3214.8 3065 2115.3 845.7
"1560503_a_at" 9.6 42.6 67.9 40.6 5.5 14.1 20.6 29.5 83.1 21.2 17.4 27.5 56.6 12.2 12.3 35 15.2 17.7 52.1 75.4 35.5 40.4 28.4 77.5 17 19 6.4 92.8 74.1 7.6 14.6 22.9 58.2 6.9 45 13.9 12.3 12.2 16.4 20 11.5 20.2 31.5 34.5 36.4 32 12.8 11.8 36.2 29.4 166.3 117.4 28.2 35 15.7 14.9 25.3 256.2 22.1 49.7 13.1 12.1 27.9 24.2 20.8 5.4 23.5 18.4 18.9 6.8 52.2 21.1 14.7 60.5 77.7 21.3 36.6 59.3 127.8 12.9 68.3 19 65.7 42.7 9.7 10.3 22.7 51.5 37.7 7.6
"217627_at" 91.2 90.8 38.4 36.1 140.3 85 124.6 48.1 28.5 86 104.5 77.4 70.4 173.7 118.8 52 99 160.2 142.6 53.7 56.5 162.7 110.6 37 82.8 135.8 115.4 32.1 68.1 107.3 72.6 149.4 80.6 114.9 147.1 129.1 191.5 133.6 112.3 123.1 113.3 99.9 71.7 121.5 139.8 68.5 70.7 111.9 30.3 80 90.4 144.9 193.5 191.7 81.6 148.5 76.5 72 229.7 119.3 116.4 236.2 98.2 130.8 147.4 196.7 104.1 114.4 104.7 81.1 97 101.6 93.9 82.6 35.8 106.1 101.8 122.7 84.5 134.8 71.6 95.6 50 58.1 107.4 192.7 45.7 55.7 74.6 106.2
"226612_at" 15.5 13.2 27.7 16.9 21.9 15.7 20.6 34.5 29.6 31.5 26.5 77.1 25.6 49.7 17.5 12.3 20.1 16.1 11.2 44.1 20.3 11.9 9.8 28.6 92.2 28.2 22.3 22.2 73.3 58 20.8 2.4 18.7 51 9.4 64.8 30.6 41.5 16.7 40.6 37.5 12 86.5 46.9 34.9 24.1 22.2 15.5 49 49.1 19.2 34.5 40.6 25.3 65.5 12.3 151.6 6.5 14 25.9 24.9 85.9 34.1 9.8 89 19.9 36.8 15.6 32.1 47.5 12.9 35.7 17.7 16.1 32.9 17.7 57.1 9 22.4 50 18.9 19.8 51.4 32.4 15.4 32 1.2 39.7 46.9 5.2
"229067_at" 181.9 135 202.3 108.5 156.5 157.7 143.1 259.7 152.7 239.4 128.6 362.5 226.9 383.1 139.2 107.9 149.6 181.5 252 217.9 195.3 87.8 144.2 204.5 674.5 106.5 192.8 159.3 472.3 271.7 167.3 70.5 185.6 272.5 88 364.5 150.9 185.2 157 189.6 243.8 116.3 355.4 313 332.6 231.1 167.4 75 209 337.6 160.1 416.5 325.6 139.9 492.2 168.8 687 212.6 131.2 403.9 157.5 461.7 225.5 143.6 573.1 157.5 167.8 188.3 222.8 276.2 228 293.4 63.6 317.4 233.7 221.2 122.6 181.8 330.2 275.9 242.9 131 142.9 189.1 111.2 238.8 168 264.4 189.5 56.9
